"","Report.ID","Model","Lighting","Weather...Clear","Weather...Snow","Weather...Cloudy","Weather...Fog.Smoke","Weather...Rain","Weather...Severe.Wind","Weather...Unknown","Weather...Other","Weather...Other.Text","Highest.Injury.Severity.Alleged"
"894","13781-5040","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"895","13781-5039","Model Y","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"896","13781-5019","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"897","13781-5018","Model Y","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"898","13781-5017","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"899","13781-5016","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"900","13781-5015","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"901","13781-5014","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"902","13781-5013","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"903","13781-5012","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"904","13781-5011","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"905","13781-5010","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"906","13781-5115","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"907","13781-5113","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"908","13781-4988","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"909","13781-4987","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"910","13781-4986","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"911","13781-5108","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"912","13781-5107","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"913","13781-5106","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"914","13781-5105","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"915","13781-5104","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"916","1243-4978","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Moderate"
"917","13781-5100","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"918","13781-5097","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"919","13781-5091","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"920","13781-5090","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"921","753-4922","SORENTO","Unknown"," "," ","Y"," "," ",NA," "," ","","Minor"
"922","10039-5057","X5 M50i","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"923","12381-4852","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"924","13781-5059","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"925","1243-4930","Outback","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"926","1243-4796","Crosstrek","Daylight"," "," ","Y"," "," ",NA," "," ","","Minor"
"927","10039-4932","745e xDrive","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"928","13781-5040","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"929","13781-5039","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"930","13781-5038","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"931","13781-5037","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"932","13781-4983","Model Y","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"933","13781-4968","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"934","13781-4967","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"935","13781-4966","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"936","13781-4963","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"937","13781-4962","Model Y","Daylight"," "," "," "," ","Y",NA," "," ","","Unknown"
"938","13781-4961","Model 3","Daylight"," "," "," "," "," ",NA," ","Y","Partly Cloudy","Unknown"
"939","13781-4957","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"940","13781-4956","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"941","13781-4954","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"942","13781-5019","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"943","13781-5018","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"944","13781-5017","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"945","13781-5016","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"946","13781-5015","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"947","13781-5014","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"948","13781-5013","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"949","13781-5012","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"950","13781-5011","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"951","13781-5010","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"952","13781-4952","Model 3","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"953","13781-4951","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"954","1243-4930","Outback","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"955","13781-4988","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"956","13781-4987","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"957","13781-4986","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"958","13781-4983","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"959","10039-4932","745e xDrive","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"960","13781-4924","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"961","1243-4978","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Moderate"
"962","13781-4929","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"963","13781-4949","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"964","13781-4944","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"965","13781-4933","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"966","13781-4928","Model S","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"967","13781-4927","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"968","13781-4926","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"969","13781-4925","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"970","13781-4923","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"971","13781-4968","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"972","13781-4967","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"973","13781-4966","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"974","13781-4963","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Fatality"
"975","13781-4962","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"976","13781-4961","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"977","753-4922","SORENTO","Unknown"," "," ","Y"," "," ",NA," "," ","","Minor"
"978","855-4921","S580","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Serious"
"979","13781-4957","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"980","13781-4956","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"981","13781-4954","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"982","13781-4952","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"983","13781-4951","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"984","13781-4913","Model S","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"985","13781-4949","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"986","13781-4944","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"987","13781-4918","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"988","13781-4916","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"989","13781-4917","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"990","13781-4915","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"991","13781-4912","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"992","13781-4911","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"993","13781-4910","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"994","13781-4909","Model X","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"995","13781-4908","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"996","1243-4930","Outback","Daylight"," "," ","Y"," "," ",NA," "," ","","No Injuries Reported"
"997","10039-4932","745e xDrive","Unknown"," "," "," "," "," ",NA,"Y"," ","","No Injuries Reported"
"998","13781-4933","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"999","13781-4929","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1000","13781-4928","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1001","13781-4927","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1002","13781-4926","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1003","13781-4925","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1004","13781-4924","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1005","13781-4923","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1006","753-4922","SORENTO","Unknown"," "," ","Y"," "," ",NA," "," ","","Minor"
"1007","855-4921","S580","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1008","540-4898","Bolt EUV","Dark - Unknown Lighting"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1009","12381-4852","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1010","13781-4918","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1011","13781-4917","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1012","13781-4916","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1013","13781-4915","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1014","13781-4913","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1015","13781-4912","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1016","13781-4911","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1017","13781-4910","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1018","13781-4909","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1019","13781-4908","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1020","13781-4835","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1021","13781-4831","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1022","13781-4830","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1023","13781-4823","Model X","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1024","540-4898","Bolt EUV","Dark - Unknown Lighting"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1025","753-4134","EV6","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Minor"
"1026","28349-4648","Air","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1027","12381-4852","Cascadia","Daylight","Y"," "," "," "," ",NA," "," ","","No Injuries Reported"
"1028","10039-4636","X5","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1029","1243-4796","Crosstrek","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"1030","1243-4601","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Minor"
"1031","13781-4825","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1032","13781-4822","Model X","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1033","13781-4824","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1034","13781-4808","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1035","13781-4807","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1036","13781-4835","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1037","13781-4831","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1038","13781-4830","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1039","13781-4825","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1040","13781-4824","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1041","13781-4823","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1042","13781-4822","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1043","13781-4808","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1044","13781-4807","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1045","13781-4786","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1046","13781-4788","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1047","13781-4787","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1048","13781-4789","Model Y","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1049","13781-4778","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1050","13781-4777","Model Y","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1051","1243-4796","Crosstrek","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Minor"
"1052","13781-4789","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1053","13781-4788","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1054","13781-4787","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1055","13781-4786","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1056","13781-4776","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1057","13781-4755","Model Y","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1058","13781-4754","Model 3","Daylight","Y"," "," "," "," ",NA," "," ","","Unknown"
"1059","13781-4753","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1060","13781-4752","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1061","13781-4749","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1062","13781-4748","Model Y","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1063","1306-4717","UX200","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1064","13781-4778","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1065","13781-4777","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1066","13781-4776","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1067","13781-4724","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1068","13781-4747","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1069","13781-4733","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1070","13781-4727","Model 3","Dark - Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1071","13781-4725","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1072","13781-4709","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1073","13781-4700","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1074","13781-4699","Model 3","Dark - Not Lighted"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1075","13781-4698","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1076","13781-4696","Model 3","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1077","13781-4695","Model 3","Dark - Not Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1078","13781-4694","Model 3","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1079","13781-4693","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1080","28349-4648","Air","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1081","10039-4636","X5","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1082","10039-4636","X5","Unknown"," "," "," "," "," ",NA,"Y"," ","","Minor"
"1083","13781-4755","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1084","13781-4754","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1085","13781-4753","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1086","13781-4752","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1087","13781-4749","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1088","13781-4748","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1089","13781-4747","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1090","13781-4649","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1091","13781-4637","Model 3","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
"1092","13781-4638","Model 3","Daylight"," "," "," ","Y"," ",NA," "," ","","Unknown"
"1093","13781-4639","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1094","13781-4627","Model Y","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1095","13781-4626","Model Y","Daylight"," "," ","Y"," ","Y",NA," "," ","","Unknown"
"1096","13781-4625","Model X","Daylight"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1097","1306-4717","UX200","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1098","13781-4611","Model X","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1099","13781-4610","Model 3","Other, see Narrative"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1100","13781-4609","Model 3","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1101","13781-4608","Model 3","Dark - Lighted"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1102","13781-4607","Model Y","Dawn / Dusk"," "," ","Y"," "," ",NA," "," ","","Unknown"
"1103","13781-4606","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Serious"
"1104","13781-4733","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1105","13781-4727","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1106","13781-4725","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1107","13781-4724","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1108","13781-4709","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1109","753-4134","EV6","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1110","1243-4347","Forester","Daylight","Y"," "," "," "," ",NA," "," ","","Serious"
"1111","1243-4002","Forester","Daylight","Y"," "," "," "," ",NA," ","Y","Windy","Unknown"
"1112","1243-4601","Outback","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Minor"
"1113","13781-4700","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1114","13781-4699","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1115","13781-4698","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1116","13781-4696","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1117","13781-4695","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1118","13781-4694","Model 3","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1119","13781-4693","Model Y","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1120","13781-4604","Model 3","Dark - Not Lighted"," "," "," "," ","Y",NA," "," ","","Minor"
"1121","13781-4598","Model Y","Dark - Lighted","Y"," "," "," "," ",NA," "," ","","Unknown"
"1122","13781-4597","Model S","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1123","13781-4596","Model X","Unknown"," "," "," "," "," ",NA,"Y"," ","","Unknown"
"1124","13781-4599","Model Y","Dark - Not Lighted","Y"," "," "," "," ",NA," "," ","","Moderate"
"1125","28349-4648","Air","Dawn / Dusk","Y"," "," "," "," ",NA," "," ","","Unknown"
